标题,链接,房屋总价,房屋户型,房本面积,房屋朝向,所在楼层,装修情况,产权年限,建筑年代,房屋类型,交易权属,参考首付,税费总计,是否唯一,税费描述
优盘时代 2室1厅1卫 ,http://hz.58.com/ershoufang/33309893126987x.shtml,99                                万（单价9235                                元/㎡）,2室1厅1卫,107.2㎡,东,中层/共16层,中等装修,40年,,公寓,商品房,29.7                                万（月供2840元/月）,,,
滨江浦沿现代印象广场 2室1厅1卫 88.44平 ,http://hz.58.com/ershoufang/33309190844996x.shtml,138                                万（单价15603                                元/㎡）,2室1厅1卫,88.44㎡,南,高层/共30层,中等装修,40年,,公寓,商品房,41.4                                万（月供3961元/月）,,,
吉屋出售-市心广场旁西仓弄105方222万 ,http://hz.58.com/ershoufang/33309094822338x.shtml,222                                万（单价21100                                元/㎡）,3室2厅1卫,105.21㎡,南北,低层/共6层,中等装修,70年,1998年,普通住宅,商品房,66.6                                万（月供6370元/月）,,,
桐庐迎宾路 2室1厅1卫 ,http://hz.58.com/ershoufang/33308506604714x.shtml,48                                万（单价8000                                元/㎡）,2室1厅1卫,60㎡,,共3层,中等装修,70年,,,商品房,14.4                                万（月供1376元/月）,,,
余杭良渚良渚文化村七贤郡 3室2厅1卫 78平米 ,http://hz.58.com/ershoufang/33308498933298x.shtml,258                                万（单价33076                                元/㎡）,3室2厅1卫,78㎡,南,低层/共9层,中等装修,70年,2014年,普通住宅,,77.4                                万（月供7405元/月）,,,
越秀星汇城 3室2厅2卫 ,http://hz.58.com/ershoufang/33308231903915x.shtml,170                                万（单价17052                                元/㎡）,3室2厅2卫,99.69㎡,南,低层/共32层,中等装修,70年,,普通住宅,商品房,51                                万（月供4878元/月）,,,
星火小区7-1-502卫 ,http://hz.58.com/ershoufang/33264962805317x.shtml,150                                万（单价16853                                元/㎡）,3室1厅1卫,89㎡,南,高层/共6层,中等装修,70年,,普通住宅,商品房,45                                万（月供4304元/月）,,,
崇化小区 2房 黄金楼层 光线好 143万 ,http://hz.58.com/ershoufang/33307984110635x.shtml,143                                万（单价25039                                元/㎡）,2室1厅1卫,57.11㎡,南,中层/共6层,中等装修,70年,,普通住宅,商品房,42.9                                万（月供4105元/月）,,,
东郡东边套3室2厅2卫两房朝南客厅朝东 ,http://hz.58.com/ershoufang/31886221916622x.shtml,240                                万（单价26966                                元/㎡）,3室2厅2卫,89㎡,南,高层/共31层,中等装修,70年,,普通住宅,商品房,72                                万（月供6889元/月）,,,
星火小区 150万 3室1厅1卫 中采光好 ,http://hz.58.com/ershoufang/33307894620486x.shtml,150                                万（单价16853                                元/㎡）,3室1厅1卫,89㎡,南,高层/共6层,中等装修,70年,2013年,普通住宅,商品房,45                                万（月供4304元/月）,,,
杭州周边中天锦绣诚品(楼 3室2厅2卫 101平 ,http://hz.58.com/ershoufang/33274896350650x.shtml,109                                万（单价10792                                元/㎡）,3室2厅2卫,101㎡,南北,高层/共11层,中等装修,70年,2015年,普通住宅,商品房,32.7                                万（月供3129元/月）,,,
杭州周边不限购高品质住宅全智能化小区 ,http://hz.58.com/ershoufang/33261766569407x.shtml,75                                万（单价8333                                元/㎡）,3室2厅1卫,90㎡,南北,中层/共17层,中等装修,70年,,普通住宅,商品房,22.5                                万（月供2153元/月）,,,
明石商业大厦 4室2厅1卫 ,http://hz.58.com/ershoufang/33302891123275x.shtml,165                                万（单价16836                                元/㎡）,4室2厅1卫,98㎡,北,高层/共11层,中等装修,50年,,公寓,商品房,49.5                                万（月供4734元/月）,,,
临浦镇小53.8方装修只售59万 ,http://hz.58.com/ershoufang/33301905633321x.shtml,59                                万（单价10966                                元/㎡）,2室1厅1卫,53.8㎡,南,共4层,中等装修,70年,,普通住宅,商品房,17.7                                万（月供1692元/月）,,,
余杭余杭周边庙山新村 2室2厅1卫 60平米 ,http://hz.58.com/ershoufang/33301117161540x.shtml,116                                万（单价19333                                元/㎡）,2室2厅1卫,60㎡,南北,低层/共6层,中等装修,,,普通住宅,商品房,34.8                                万（月供3328元/月）,,,
临浦清和园 3室2厅2卫 ,http://hz.58.com/ershoufang/33298763120041x.shtml,210                                万（单价16666                                元/㎡）,3室2厅2卫,126㎡,南,中层/共6层,中等装修,70年,,普通住宅,商品房,63                                万（月供6026元/月）,,,
下沙云水苑 3室2厅2卫 ,http://hz.58.com/ershoufang/33298094426428x.shtml,330                                万（单价25384                                元/㎡）,3室2厅2卫,130㎡,南,中层/共6层,中等装修,70年,,普通住宅,商品房,99                                万（月供9470元/月）,,,
万盛商贸城公寓 2室1厅2卫 ,http://hz.58.com/ershoufang/33297737346731x.shtml,46                                万（单价11219                                元/㎡）,2室2厅2卫,41㎡,北,共5层,中等装修,50年,,公寓,经济适用房,13.8                                万（月供1321元/月）,,,
运河两岸旅游胜地之一，拱宸桥三房低首付，中间楼层 ,http://hz.58.com/ershoufang/33297022413637x.shtml,215                                万（单价30281                                元/㎡）,3室1厅1卫,71㎡,南,低层/共6层,中等装修,70年,,普通住宅,商品房,64.5                                万（月供6171元/月）,,,
金宇彩虹嘉都 3室2厅2卫 ,http://hz.58.com/ershoufang/32659000699332x.shtml,220                                万（单价15566                                元/㎡）,3室2厅2卫,141.33㎡,南,共5层,中等装修,70年,,普通住宅,商品房,66                                万（月供6315元/月）,,,
馨星大厦 1室1厅1卫 ,http://hz.58.com/ershoufang/30636361467326x.shtml,110                                万（单价25000                                元/㎡）,1室1厅1卫,44㎡,南,低层/共17层,中等装修,70年,,公寓,商住两用,33                                万（月供3156元/月）,,,
青春坊小区 2室1厅1卫 ,http://hz.58.com/ershoufang/33296678472366x.shtml,220                                万（单价46121                                元/㎡）,2室1厅1卫,47.7㎡,南,高层/共7层,中等装修,70年,,普通住宅,商品房,66                                万（月供6315元/月）,,,
义蓬商贸公寓11幢2单元501 2室2厅1卫 ,http://hz.58.com/ershoufang/33296220351676x.shtml,81                                万（单价7714                                元/㎡）,2室2厅1卫,105㎡,南,共5层,中等装修,70年,,普通住宅,商品房,24.3                                万（月供2325元/月）,,,
星星港湾 金沙苑 阁楼双阳台 5楼西边套 ,http://hz.58.com/ershoufang/33296109522089x.shtml,98                                万（单价11264                                元/㎡）,3室2厅1卫,87㎡,南北,共5层,中等装修,70年,,普通住宅,商品房,29.4                                万（月供2813元/月）,,,
华源凤城花苑 3室2厅1卫 ,http://hz.58.com/ershoufang/32479847348017x.shtml,180                                万（单价16981                                元/㎡）,3室2厅1卫,106㎡,,共3层,中等装修,70年,,,商品房,54                                万（月供5167元/月）,,,
金桥公寓 3室2厅1卫 ,http://hz.58.com/ershoufang/33295241545773x.shtml,133                                万（单价12912                                元/㎡）,3室2厅1卫,103㎡,南,中层/共6层,中等装修,70年,,普通住宅,商品房,39.9                                万（月供3816元/月）,,,
一方大厦 1室1厅1卫 ,http://hz.58.com/ershoufang/33291530701881x.shtml,70                                万（单价13461                                元/㎡）,1室1厅1卫,52㎡,东,中层/共12层,中等装修,50年,,公寓,商品房,21                                万（月供2008元/月）,,,
