标题,链接,开始时间,预计结束时间,第几次拍卖,成交价,成交时间,延时次数,起拍价,保证金,评估价,加价幅度,竞价周期,延时周期,类型,优先购买权人,处置单位,报名人数,设置提醒人数,围观次数,竞买次数,市场价
贵HK5225号五十铃牌皮卡车一辆,https://sf.taobao.com/sf_item/564623352172.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,52000,2018/2/23 10:31,65,"￥30,000","￥3,000","￥42,800",￥100,1天,5分钟,拍卖,无,天柱县人民法院,16,94,5264,117,
车牌号为苏A2GB08凯迪拉克越野车,https://sf.taobao.com/sf_item/564880869056.htm,2018/2/22 10:00,2018/2/23 10:00,第二次拍卖,172000,2018/2/23 10:31,32,"￥128,000","￥25,000",,"￥1,000",1天,5分钟,拍卖,无,南京市建邺区人民法院,16,506,18697,45,"￥200,000"
车牌为浙AN86B8长安牌小型普通客车一辆,https://sf.taobao.com/sf_item/564753705934.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,37500,2018/2/23 10:28,17,"￥25,000","￥5,000","￥3,621",￥500,1天,5分钟,拍卖,无,建德市人民法院,10,40,3879,26,
明锐牌豫CPM767号小型汽车,https://sf.taobao.com/sf_item/564588960724.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,31025,2018/2/23 10:25,48,"￥22,325","￥2,000","￥22,325",￥100,1天,5分钟,拍卖,无,洛阳市洛龙区人民法院,7,134,9017,66,
贵HK7869号丰田牌越野车一辆,https://sf.taobao.com/sf_item/564762393434.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,331300,2018/2/23 10:25,89,"￥226,800","￥20,000","￥324,000",￥500,1天,5分钟,拍卖,无,天柱县人民法院,15,411,14913,130,
车牌为鲁AD505D的奇瑞牌SQR6451T21T7小型普通客车一辆,https://sf.taobao.com/sf_item/564648820335.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,60400,2018/2/23 10:25,8,"￥30,100","￥5,000","￥43,000",￥300,1天,5分钟,拍卖,无,山东省济南市中级人民法院,16,274,8959,46,
浙J26B25号酷派牌小型汽车,https://sf.taobao.com/sf_item/564810253801.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,31000,2018/2/23 10:24,7,"￥28,000","￥5,600","￥40,000",￥500,1天,5分钟,拍卖,无,台州市椒江区人民法院,3,66,6720,7,
鲁QN8H68奥迪轿车,https://sf.taobao.com/sf_item/563556332413.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,182000,2018/2/23 10:24,19,"￥163,000","￥30,000","￥163,000","￥1,000",1天,5分钟,拍卖,无,临沂市兰山区人民法院,2,424,38179,20,
浙K5139B号别克汽车一辆,https://sf.taobao.com/sf_item/565021375281.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,15200,2018/2/23 10:24,74,"￥5,250","￥1,000","￥7,500",￥50,1天,5分钟,拍卖,无,丽水市莲都区人民法院,11,95,5123,132,
大众宝来牌BORA1.6L小型轿车1辆,https://sf.taobao.com/sf_item/564639902317.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,7600,2018/2/23 10:22,48,"￥2,700",￥500,"￥3,800",￥50,1天,5分钟,拍卖,无,常州市天宁区人民法院,9,114,13358,54,
浙J8887W号的小型汽车一辆,https://sf.taobao.com/sf_item/564933183940.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,192000,2018/2/23 10:22,45,"￥110,000","￥22,000","￥157,000","￥1,000",1天,5分钟,拍卖,无,温岭市人民法院,25,397,18654,57,
车牌号为渝BBT123路虎揽胜SALGA2EF牌小型越野客车一辆,https://sf.taobao.com/sf_item/564790269538.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,1126900,2018/2/23 10:22,80,"￥606,900","￥60,000","￥867,000","￥2,000",1天,5分钟,拍卖,无,重庆市开州区人民法院,26,597,22144,114,
浙J53E87号北京现代牌小型汽车,https://sf.taobao.com/sf_item/564948918723.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,86000,2018/2/23 10:22,18,"￥55,000","￥11,000","￥78,000","￥1,000",1天,5分钟,拍卖,无,台州市椒江区人民法院,12,277,8577,30,
车牌号为苏A1RK36奥迪牌小型轿车一辆,https://sf.taobao.com/sf_item/564953398648.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,203000,2018/2/23 10:22,15,"￥162,000","￥30,000",,￥500,1天,5分钟,拍卖,无,南京市鼓楼区人民法院,12,510,21535,36,"￥231,000"
浙JFY423号的本田牌小型汽车一辆,https://sf.taobao.com/sf_item/564429016442.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,43000,2018/2/23 10:20,8,"￥27,000","￥5,000","￥38,000",￥500,1天,5分钟,拍卖,无,温岭市人民法院,11,175,15405,32,
鲁LKD858宝马牌机动车,https://sf.taobao.com/sf_item/564951498754.htm,2018/2/22 10:00,2018/2/23 10:00,第二次拍卖,364000,2018/2/23 10:20,9,"￥346,000","￥30,000","￥452,000","￥2,000",1天,5分钟,拍卖,无,日照经济技术开发区人民法院,5,103,6205,10,
车牌为浙A9329V奔驰牌小型轿车一辆,https://sf.taobao.com/sf_item/564872259544.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,210000,2018/2/23 10:19,12,"￥137,000","￥25,000","￥194,421","￥1,000",1天,5分钟,拍卖,无,杭州市江干区人民法院,20,581,24717,46,
浙CJS627丰田牌TV7252V5小型轿车,https://sf.taobao.com/sf_item/564757966851.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,110000,2018/2/23 10:19,12,"￥69,000","￥13,000","￥97,400","￥1,000",1天,5分钟,拍卖,无,乐清市人民法院,14,867,29801,35,
苏NBK836号（福田牌BJ3258DLPJB-24）自卸式货车,https://sf.taobao.com/sf_item/564855270459.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,151600,2018/2/23 10:19,23,"￥79,100","￥7,000","￥113,000",￥500,1天,5分钟,拍卖,无,徐州市铜山区人民法院,12,122,5170,73,
鲁DDF188凯迪拉克牌小型越野客车一辆（不含牌照）,https://sf.taobao.com/sf_item/564904869892.htm,2018/2/22 10:00,2018/2/23 10:00,第二次拍卖,220800,2018/2/23 10:18,5,"￥210,800","￥35,000","￥263,500","￥2,000",1天,5分钟,拍卖,无,枣庄市山亭区人民法院,3,175,7895,6,
五菱牌陕AJ521Y面包车,https://sf.taobao.com/sf_item/564774000639.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,7032,2018/2/23 10:18,58,"￥2,242",￥150,"￥2,242",￥10,1天,5分钟,拍卖,无,延津县人民法院,6,39,2850,97,
浙K33486号现代汽车一辆,https://sf.taobao.com/sf_item/564753016851.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,88000,2018/2/23 10:18,23,"￥59,500","￥10,000","￥84,622",￥500,1天,5分钟,拍卖,无,丽水市莲都区人民法院,7,70,5656,36,
浙J2FX01号丰田牌小型越野客车,https://sf.taobao.com/sf_item/564938838689.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,132000,2018/2/23 10:17,15,"￥70,000","￥14,000","￥100,000","￥1,000",1天,5分钟,拍卖,无,台州市椒江区人民法院,19,757,18480,48,
浙B9481S丰田牌TV6460GLX-I小型普通汽车一辆,https://sf.taobao.com/sf_item/564852730356.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,105000,2018/2/23 10:17,8,"￥70,000","￥14,000","￥100,000","￥1,000",1天,5分钟,拍卖,无,慈溪市人民法院,14,280,16982,32,
浙CV3N80克莱斯勒牌BJ7270CX小型轿车,https://sf.taobao.com/sf_item/564853894453.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,52000,2018/2/23 10:16,8,"￥26,000","￥5,000","￥36,000","￥1,000",1天,5分钟,拍卖,无,乐清市人民法院,18,350,14918,24,
湘K6ZE88东风日产牌小型汽车,https://sf.taobao.com/sf_item/564809057076.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,39500,2018/2/23 10:16,29,"￥14,700","￥2,800","￥21,000",￥200,1天,5分钟,拍卖,无,云和县人民法院,15,486,15975,52,
浙C1CS70福特牌CAF7153A4小型轿车,https://sf.taobao.com/sf_item/564678012950.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,122000,2018/2/23 10:15,10,"￥79,000","￥15,000","￥112,200","￥1,000",1天,5分钟,拍卖,无,乐清市人民法院,16,704,21450,36,
浙JR107W号凯宴牌小型越野客车一辆,https://sf.taobao.com/sf_item/564669220045.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,507000,2018/2/23 10:14,6,"￥300,000","￥50,000","￥420,000","￥3,000",1天,5分钟,拍卖,无,温岭市人民法院,13,725,31720,32,
黄惠婷名下的闽C7608X东风标致牌小型轿车,https://sf.taobao.com/sf_item/565021139574.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,59000,2018/2/23 10:14,7,"￥33,000","￥6,000","￥46,700","￥1,000",1天,5分钟,拍卖,无,德化县人民法院,16,374,14573,27,
苏NF1695大型货车,https://sf.taobao.com/sf_item/564700157584.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,53000,2018/2/23 10:14,15,"￥47,000","￥9,000","￥67,100",￥400,1天,5分钟,拍卖,无,沭阳县人民法院,3,66,4490,16,
浙J75M03号东风牌小型汽车,https://sf.taobao.com/sf_item/564823246922.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,29600,2018/2/23 10:12,7,"￥12,600","￥2,500","￥18,000",￥500,1天,5分钟,拍卖,无,台州市椒江区人民法院,18,197,5465,32,
鲁H75X69奥迪牌小型客车,https://sf.taobao.com/sf_item/564764505665.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,350600,2018/2/23 10:12,21,"￥296,600","￥30,000","￥296,600","￥2,000",1天,5分钟,拍卖,无,梁山县人民法院,4,80,6691,21,
苏CY218K（东风牌EQ6451PF2）小型汽车,https://sf.taobao.com/sf_item/564875769721.htm,2018/2/22 10:00,2018/2/23 10:00,第二次拍卖,31000,2018/2/23 10:12,38,"￥26,200","￥2,000","￥36,375",￥100,1天,5分钟,拍卖,无,徐州市铜山区人民法院,4,26,2705,48,
一辆广州本田思迪牌轿车,https://sf.taobao.com/sf_item/564724481645.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,24139,2018/2/23 10:12,8,"￥18,139","￥2,000","￥22,673",￥500,1天,5分钟,拍卖,无,阳泉市郊区人民法院,5,119,8785,13,
车牌号为浙A6TW95东南牌轿车一辆,https://sf.taobao.com/sf_item/564672244029.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,57800,2018/2/23 10:11,14,"￥23,800","￥4,500","￥34,000","￥1,000",1天,5分钟,拍卖,无,苏州工业园区人民法院,14,243,15231,25,
晋LR7881雪佛兰牌轿车一辆,https://sf.taobao.com/sf_item/564781361694.htm,2018/2/22 10:00,2018/2/23 10:00,第二次拍卖,87320,2018/2/23 10:11,6,"￥78,320","￥6,000","￥89,000","￥1,000",1天,5分钟,拍卖,无,临汾市尧都区人民法院,9,124,6386,10,
无牌照奇瑞牌轿车,https://sf.taobao.com/sf_item/564948946696.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,6110.5,2018/2/23 10:11,10,"￥2,460.5",￥450,"￥3,515",￥50,1天,5分钟,拍卖,无,白银市白银区人民法院,5,30,2964,26,
车牌号为苏AA66A0奔驰牌小型轿车一辆,https://sf.taobao.com/sf_item/564952238988.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,321000,2018/2/23 10:11,16,"￥217,000","￥40,000",,"￥1,000",1天,5分钟,拍卖,无,南京市鼓楼区人民法院,24,821,25667,77,"￥304,500"
车牌号为苏AZA872丰田卡罗拉牌小型轿车一辆,https://sf.taobao.com/sf_item/564581241843.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,59600,2018/2/23 10:10,26,"￥28,000","￥5,000","￥40,000",￥200,1天,5分钟,拍卖,无,南京市江宁区人民法院,22,534,20623,99,
鲁LG5522别克牌机动车,https://sf.taobao.com/sf_item/564952314716.htm,2018/2/22 10:00,2018/2/23 10:00,第二次拍卖,58200,2018/2/23 10:10,8,"￥47,200","￥3,000","￥59,000","￥1,000",1天,5分钟,拍卖,无,日照经济技术开发区人民法院,13,216,10871,12,
晋LSV799索兰托KNAKU814小型普通客车,https://sf.taobao.com/sf_item/564968367258.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,140000,2018/2/23 10:10,7,"￥128,000","￥10,000","￥128,000","￥1,000",1天,5分钟,拍卖,无,翼城县人民法院,7,92,4282,13,
牌号为苏F5578F雷克萨斯小型客车一辆,https://sf.taobao.com/sf_item/564954058194.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,267900,2018/2/23 10:10,5,"￥176,400","￥30,000","￥252,000",￥500,1天,5分钟,拍卖,无,南通市崇川区人民法院,20,708,20194,54,
苏CX096E号（猎豹牌CFA6486A）越野车,https://sf.taobao.com/sf_item/565030971905.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,53000,2018/2/23 10:09,2,"￥36,400","￥3,000","￥52,000",￥100,1天,5分钟,拍卖,无,徐州市铜山区人民法院,6,92,4188,29,
车牌号为皖MGG055北京现代牌轿车,https://sf.taobao.com/sf_item/564722681020.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,25751,2018/2/23 10:09,5,"￥24,551","￥2,000","￥24,551",￥200,1天,5分钟,拍卖,无,滁州市南谯区人民法院,2,19,4045,7,
浙JRA973丰田牌小型轿车一辆,https://sf.taobao.com/sf_item/564538117751.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,68500,2018/2/23 10:08,10,"￥46,000","￥6,900","￥65,000",￥900,1天,5分钟,拍卖,无,温岭市人民法院,10,231,22921,22,
吉BFZ397别克牌轿车,https://sf.taobao.com/sf_item/565043451181.htm,2018/2/22 10:00,2018/2/23 10:00,第二次拍卖,44700,2018/2/23 10:08,7,"￥39,200","￥4,900","￥49,000",￥500,1天,5分钟,拍卖,无,舒兰市人民法院,4,25,3126,12,
鲁SE2692号车辆,https://sf.taobao.com/sf_item/564741895809.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,64100,2018/2/23 10:08,8,"￥54,100","￥10,000","￥54,100","￥1,000",1天,5分钟,拍卖,无,莱芜市莱城区人民法院,7,129,7519,10,
浙JA159L号的小型汽车一辆,https://sf.taobao.com/sf_item/564852198036.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,7800,2018/2/23 10:08,7,"￥7,000","￥1,400","￥10,000",￥100,1天,5分钟,拍卖,无,温岭市人民法院,5,61,5002,9,
车牌号为桂CNA868D的海马牌汽车,https://sf.taobao.com/sf_item/565030931132.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,18000,2018/2/23 10:07,6,"￥3,000",￥600,,￥200,1天,5分钟,拍卖,无,荔浦县人民法院,26,278,9256,65,"￥3,000"
浙JB281R号丰田牌小型汽车,https://sf.taobao.com/sf_item/564754817309.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,105700,2018/2/23 10:07,6,"￥77,700","￥15,540","￥111,000","￥1,000",1天,5分钟,拍卖,无,台州市椒江区人民法院,7,204,13431,29,
浙J7251K号莲花牌小型汽车,https://sf.taobao.com/sf_item/564907323625.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,17700,2018/2/23 10:07,11,"￥11,200","￥2,200","￥16,000",￥500,1天,5分钟,拍卖,无,台州市椒江区人民法院,7,57,2903,14,
浙C5BX20奔驰牌BJ7181EVE小型轿车,https://sf.taobao.com/sf_item/564944755121.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,179000,2018/2/23 10:06,9,"￥137,000","￥27,000","￥194,750","￥2,000",1天,5分钟,拍卖,无,乐清市人民法院,10,504,16517,22,
鲁QC0B78起亚轿车,https://sf.taobao.com/sf_item/563809539252.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,45500,2018/2/23 10:06,3,"￥33,000","￥6,600","￥33,000",￥500,1天,5分钟,拍卖,无,临沂市兰山区人民法院,12,239,11477,25,
浙CL2H18东风日产牌DFL7203VAK2小型轿车,https://sf.taobao.com/sf_item/564945387562.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,108000,2018/2/23 10:06,14,"￥42,000","￥8,000","￥60,000","￥1,000",1天,5分钟,拍卖,无,乐清市人民法院,26,1045,22687,26,
赣GR1180科鲁兹小汽车,https://sf.taobao.com/sf_item/564651460718.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,32120,2018/2/23 10:06,10,"￥27,720","￥2,000","￥39,600",￥400,1天,5分钟,拍卖,无,九江市浔阳区人民法院,3,64,5517,12,
浙G553NE英伦牌小型汽车,https://sf.taobao.com/sf_item/564871106476.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,40000,2018/2/23 10:05,7,"￥21,000","￥3,000","￥25,700","￥1,000",1天,5分钟,拍卖,无,松阳县人民法院,20,259,9468,19,
浙JZ931E号丰田牌小型汽车,https://sf.taobao.com/sf_item/564964471779.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,26400,2018/2/23 10:05,3,"￥15,400","￥3,000","￥22,000",￥500,1天,5分钟,拍卖,无,台州市椒江区人民法院,7,267,9725,12,
鲁L08500北京现代牌轿车一辆,https://sf.taobao.com/sf_item/565000550119.htm,2018/2/22 10:00,2018/2/23 10:00,第二次拍卖,18880,2018/2/23 10:04,1,"￥18,880","￥3,000","￥29,500",￥300,1天,5分钟,拍卖,无,日照市东港区人民法院,3,32,3677,1,
浙G336RD号宝马牌汽车,https://sf.taobao.com/sf_item/564754760973.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,274000,2018/2/23 10:03,4,"￥200,000","￥30,000","￥275,000","￥2,000",1天,5分钟,拍卖,无,金华市婺城区人民法院,10,575,23066,34,
雅阁牌HG7203AB型小汽车,https://sf.taobao.com/sf_item/564706773361.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,69500,2018/2/23 10:03,1,"￥49,500","￥9,000","￥55,088","￥2,000",1天,5分钟,拍卖,无,云梦县人民法院,8,389,18929,10,
苏J3052L号荣威牌轿车一辆,https://sf.taobao.com/sf_item/564806354636.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,45300,2018/2/23 10:03,3,"￥40,500","￥8,000","￥45,000",￥800,1天,5分钟,拍卖,无,盐城市盐都区人民法院,4,69,4340,7,
刘忠华名下吉利牌小型轿车,https://sf.taobao.com/sf_item/564964171556.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,11440,2018/2/23 10:02,1,"￥11,440","￥1,000","￥14,300",￥500,1天,5分钟,拍卖,无,长春净月高新技术产业开发区人民法院,1,28,4058,1,
解放牌CA3120P9K2E型平头柴油自卸汽车,https://sf.taobao.com/sf_item/564587638225.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,21200,2018/2/23 10:01,2,"￥8,600",￥800,"￥8,600",￥200,1天,5分钟,拍卖,无,凌云县人民法院,8,76,10317,33,
浙J703H1号五菱牌小型面包车一辆,https://sf.taobao.com/sf_item/564537685793.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,3350,2018/2/23 10:01,1,"￥1,750",￥350,"￥2,500",￥100,1天,5分钟,拍卖,无,温岭市人民法院,8,95,7680,16,
皖BN3277起亚牌小型普通客车,https://sf.taobao.com/sf_item/564872091731.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,97800,2018/2/23 10:01,3,"￥93,800","￥16,000","￥93,800","￥1,000",1天,5分钟,拍卖,无,无为县人民法院,2,24,3783,5,
浙G9W886号宝马牌汽车,https://sf.taobao.com/sf_item/564753284903.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,337000,2018/2/23 10:01,1,"￥220,000","￥40,000","￥310,000","￥3,000",1天,5分钟,拍卖,无,金华市婺城区人民法院,12,743,22740,18,
凯美瑞闽A508H2小轿车,https://sf.taobao.com/sf_item/564796233126.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,119410,2018/2/23 10:01,2,"￥81,410","￥15,000","￥116,300","￥2,000",1天,5分钟,拍卖,无,福州市仓山区人民法院,10,557,19094,17,
皖BAD277别克牌汽车,https://sf.taobao.com/sf_item/564608144773.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,31000,2018/2/23 10:00,1,"￥31,000","￥5,600","￥31,000",￥600,1天,5分钟,拍卖,无,无为县人民法院,2,26,5510,1,
浙JN956M桑塔纳牌小型汽车一辆,https://sf.taobao.com/sf_item/564851402676.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,33600,2018/2/23 10:00,4,"￥30,100","￥6,000","￥43,000",￥500,1天,5分钟,拍卖,无,温岭市人民法院,4,56,4394,8,
（破）浙江有加利连锁超市有限公司车辆一辆（车牌为 浙G387MR）,https://sf.taobao.com/sf_item/564932201867.htm,2018/2/22 10:00,2018/2/23 10:00,第二次拍卖,1600,2018/2/23 10:00,1,"￥1,600",￥320,,￥30,1天,5分钟,拍卖,无,浙江有加利连锁超市有限公司管理人,3,7,4547,1,"￥2,000"
湘NA6917号长城牌皮卡车一辆,https://sf.taobao.com/sf_item/564763277322.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,9800,2018/2/23 10:00,1,"￥9,800","￥1,000","￥14,000",￥100,1天,5分钟,拍卖,无,天柱县人民法院,1,14,3797,1,
豫B46R66长城牌轻型普通货车,https://sf.taobao.com/sf_item/565031803882.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,68800,2018/2/23 10:00,1,"￥52,800","￥6,000","￥66,000","￥1,000",1天,5分钟,拍卖,无,杞县人民法院,10,129,3844,15,
蒙K1C821号三菱牌小汽车,https://sf.taobao.com/sf_item/564533862257.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,23000,2018/2/23 10:00,0,"￥20,000","￥2,000","￥20,000","￥1,000",1天,5分钟,拍卖,无,鄂尔多斯市东胜区人民法院,3,140,10125,4,
浙JQ637D号奥迪牌小型汽车,https://sf.taobao.com/sf_item/564699524539.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,517000,2018/2/23 10:00,0,"￥322,000","￥64,400","￥460,000","￥5,000",1天,5分钟,拍卖,无,台州市椒江区人民法院,13,521,17576,30,
梅赛德斯奔驰牌小汽车,https://sf.taobao.com/sf_item/564706145735.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,206600,2018/2/23 10:00,0,"￥206,600","￥40,000","￥229,577","￥2,000",1天,5分钟,拍卖,无,云梦县人民法院,1,94,11435,1,
