标题,链接,开始时间,预计结束时间,第几次拍卖,成交价,成交时间,延时次数,起拍价,保证金,评估价,加价幅度,竞价周期,延时周期,类型,优先购买权人,处置单位,报名人数,设置提醒人数,围观次数,竞买次数,市场价,总跳跃幅度,总跳跃次数,平均跳跃幅度,前期总跳跃幅度,前期总跳跃次数,前期平均跳跃幅度,中期总跳跃幅度,中期总跳跃次数,中期平均跳跃幅度,后期总跳跃幅度,后期总跳跃次数,后期平均跳跃幅度,竞买记录,跳跃记录
浙F810TN丰田牌汽车,https://sf.taobao.com/sf_item/564549462496.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,103400,2018/2/9 10:20,7,"65,000","13,000","91,680","1,200",1天,5分钟,拍卖,无,嘉兴市秀洲区人民法院,12,257,11881,28,,6000,2,3000,4800,1,4800,0,0,0,1200,1,1200,.\data\564549462496.csv,.\data\564549462496jump.csv
粤TEF026号普通二轮摩托车一辆,https://sf.taobao.com/sf_item/564462837241.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,11482.4,2018/2/9 10:19,31,"5,882.40","1,100","7,353",100,1天,5分钟,拍卖,无,中山市第二人民法院,6,39,9871,43,,1400,3,466.6666667,0,0,0,1400,3,466.6666667,0,0,0,.\data\564462837241.csv,.\data\564462837241jump.csv
保时捷卡宴小型越野客车,https://sf.taobao.com/sf_item/564589219155.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,545140.6,2018/2/9 10:19,19,"346,190.60","35,000","494,558","1,730",1天,5分钟,拍卖,无,贵州省贵阳市中级人民法院,14,530,22270,59,,98610,4,24652.5,5190,1,5190,93420,3,31140,0,0,0,.\data\564589219155.csv,.\data\564589219155jump.csv
渝BGE679号丰田牌轿车,https://sf.taobao.com/sf_item/564307033628.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,123800,2018/2/9 10:18,19,"86,800","9,000","86,800","1,000",1天,5分钟,拍卖,无,重庆市长寿区人民法院,11,286,14634,38,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564307033628.csv,.\data\564307033628jump.csv
车牌号为浙H1714H的小型汽车,https://sf.taobao.com/sf_item/564623055860.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,7584,2018/2/9 10:16,35,"1,844",360,"2,305",35,1天,5分钟,拍卖,无,衢州市衢江区人民法院,11,98,5396,42,,4305,10,430.5,0,0,0,0,0,0,4305,10,430.5,.\data\564623055860.csv,.\data\564623055860jump.csv
苏E2JX69 帕萨特牌汽车,https://sf.taobao.com/sf_item/564546094949.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,49600,2018/2/9 10:15,23,"30,800","6,000","44,000",200,1天,5分钟,拍卖,无,苏州市姑苏区人民法院,13,84,7972,58,,7400,5,1480,1400,1,1400,6000,4,1500,0,0,0,.\data\564546094949.csv,.\data\564546094949jump.csv
豫P0A199/豫P2S56解放牌挂号重型半挂车,https://sf.taobao.com/sf_item/564639963668.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,252880,2018/2/9 10:15,21,"218,880","24,000","243,200","1,000",1天,5分钟,拍卖,无,分宜县人民法院,3,46,2611,33,,2000,2,1000,0,0,0,1000,1,1000,1000,1,1000,.\data\564639963668.csv,.\data\564639963668jump.csv
苏EU910N雷克萨斯汽车一辆,https://sf.taobao.com/sf_item/564505742968.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,256000,2018/2/9 10:14,42,"154,000","30,000","220,000","2,000",1天,5分钟,拍卖,无,苏州市吴江区人民法院,3,97,10481,48,,8000,2,4000,0,0,0,0,0,0,8000,2,4000,.\data\564505742968.csv,.\data\564505742968jump.csv
渝CHA321号雷克萨斯小型轿车一辆,https://sf.taobao.com/sf_item/564633747425.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,250000,2018/2/9 10:14,11,"188,000","20,000","252,440","1,000",1天,5分钟,拍卖,无,重庆市永川区人民法院,11,252,13626,28,,35000,3,11666.66667,0,0,0,19000,1,19000,16000,2,8000,.\data\564633747425.csv,.\data\564633747425jump.csv
浙F127YQ大通牌小型普通客车,https://sf.taobao.com/sf_item/564573419241.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,100000,2018/2/9 10:14,12,"70,000","12,000","99,390","1,000",1天,5分钟,拍卖,无,嘉兴市南湖区人民法院,15,183,6723,27,,4000,2,2000,0,0,0,0,0,0,4000,2,2000,.\data\564573419241.csv,.\data\564573419241jump.csv
车牌号为闽A6333P的小型越野车,https://sf.taobao.com/sf_item/564438845217.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,666000,2018/2/9 10:14,28,"400,000","40,000","500,000","2,000",1天,5分钟,拍卖,无,平潭县人民法院,20,567,19506,89,,90000,5,18000,28000,1,28000,36000,1,36000,26000,3,8666.666667,.\data\564438845217.csv,.\data\564438845217jump.csv
浙CXS233号车辆,https://sf.taobao.com/sf_item/564324836011.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,87500,2018/2/9 10:14,8,"51,000","10,000","72,278",500,1天,5分钟,拍卖,无,青田县人民法院,17,639,15581,29,,22500,1,22500,22500,1,22500,0,0,0,0,0,0,.\data\564324836011.csv,.\data\564324836011jump.csv
鄂CBE277江铃牌越野车一辆,https://sf.taobao.com/sf_item/564546419752.htm,2018/2/8 9:00,2018/2/9 9:00,第二次拍卖,54140.39,2018/2/9 10:14,22,"48,339.59","4,833.96","63,189",241.7,1天,5分钟,拍卖,无,十堰市张湾区人民法院,6,41,6342,25,,4.38E-11,10,4.38E-12,0,0,0,4.38E-12,1,4.38E-12,3.94E-11,9,4.38E-12,.\data\564546419752.csv,.\data\564546419752jump.csv
鲁HYP757号起亚牌小型轿车,https://sf.taobao.com/sf_item/563729160709.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,84000,2018/2/9 10:14,9,"72,000","10,000","90,000","1,000",1天,5分钟,拍卖,无,金乡县人民法院,4,114,6511,13,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\563729160709.csv,.\data\563729160709jump.csv
浙A7WM77华泰圣达菲牌小型客车一辆,https://sf.taobao.com/sf_item/564437105031.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,58000,2018/2/9 10:13,28,"32,000","6,400","32,000",500,1天,5分钟,拍卖,无,临安市人民法院,5,31,1734,32,,10500,2,5250,0,0,0,0,0,0,10500,2,5250,.\data\564437105031.csv,.\data\564437105031jump.csv
渝A18X33号东风标致轿车,https://sf.taobao.com/sf_item/564197664528.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,30800,2018/2/9 10:12,4,"25,800","3,000","25,800",500,1天,5分钟,拍卖,无,重庆市长寿区人民法院,4,101,10843,11,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564197664528.csv,.\data\564197664528jump.csv
型号为扬子牌YZK1022C4AL轻型普通货车（晋DCT569）,https://sf.taobao.com/sf_item/564355732248.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,49410,2018/2/9 10:12,9,"44,910","5,000","44,910",500,1天,5分钟,拍卖,无,长治市城区人民法院,2,51,2929,10,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564355732248.csv,.\data\564355732248jump.csv
浙AN9271卡妮小型轿车一辆,https://sf.taobao.com/sf_item/564437145528.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,50000,2018/2/9 10:12,24,"20,000","4,000","20,000",500,1天,5分钟,拍卖,无,临安市人民法院,6,64,4426,31,,15000,6,2500,0,0,0,1000,1,1000,14000,5,2800,.\data\564437145528.csv,.\data\564437145528jump.csv
被执行人荆继凯名下粤B8D62N哈弗牌小汽车一辆,https://sf.taobao.com/sf_item/564552406543.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,175400,2018/2/9 10:12,43,"96,400","19,240","96,400","1,000",1天,5分钟,拍卖,无,深圳市宝安区人民法院,16,137,9688,78,,2000,2,1000,0,0,0,2000,2,1000,0,0,0,.\data\564552406543.csv,.\data\564552406543jump.csv
帕拉梅拉4小型轿车,https://sf.taobao.com/sf_item/564329368151.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,866443.9,2018/2/9 10:12,34,"614,443.90","62,000","877,777","3,000",1天,5分钟,拍卖,无,贵州省贵阳市中级人民法院,13,342,18492,72,,39000,4,9750,12000,1,12000,3000,1,3000,24000,2,12000,.\data\564329368151.csv,.\data\564329368151jump.csv
丰田牌TV7166GMD,https://sf.taobao.com/sf_item/564483677103.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,64700,2018/2/9 10:12,8,"42,200","4,000","42,200",500,1天,5分钟,拍卖,无,天津市滨海新区人民法院,11,50,4713,46,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564483677103.csv,.\data\564483677103jump.csv
北京现代牌轿车一辆,https://sf.taobao.com/sf_item/564316550968.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,33600,2018/2/9 10:10,3,"30,000","2,000",,600,1天,5分钟,拍卖,无,焦作市解放区人民法院,3,44,6163,7,"30,000",0,0,0,0,0,0,0,0,0,0,0,0,.\data\564316550968.csv,.\data\564316550968jump.csv
姚兴国名下的豫CWW008号车辆,https://sf.taobao.com/sf_item/564546914116.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,880000,2018/2/9 10:10,7,"850,000","80,000","850,000","5,000",1天,5分钟,拍卖,无,洛阳市洛龙区人民法院,2,191,21223,7,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564546914116.csv,.\data\564546914116jump.csv
鲁KC333H小型汽车,https://sf.taobao.com/sf_item/564322388412.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,59280,2018/2/9 10:08,2,"53,280","10,000","66,600","1,000",1天,5分钟,拍卖,无,威海市环翠区人民法院,7,59,6041,7,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564322388412.csv,.\data\564322388412jump.csv
闽CD697X斯柯达牌小轿车,https://sf.taobao.com/sf_item/564393816685.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,39480,2018/2/9 10:08,3,"32,480","3,000","46,400",500,1天,5分钟,拍卖,无,泉州市泉港区人民法院,9,159,8477,14,,500,1,500,0,0,0,500,1,500,0,0,0,.\data\564393816685.csv,.\data\564393816685jump.csv
车牌号为浙AA9N20的五菱牌轻型普通货车壹辆,https://sf.taobao.com/sf_item/564389196976.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,30200,2018/2/9 10:07,10,"3,600",700,"5,136",200,1天,5分钟,拍卖,无,杭州市萧山区人民法院,9,50,2610,19,,23000,6,3833.333333,0,0,0,6000,2,3000,17000,4,4250,.\data\564389196976.csv,.\data\564389196976jump.csv
浙J8J593东风日产小型汽车一辆,https://sf.taobao.com/sf_item/564616431027.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,79000,2018/2/9 10:07,11,"55,000","10,000","72,000","1,000",1天,5分钟,拍卖,无,天台县人民法院,12,365,10868,21,,4000,2,2000,0,0,0,4000,2,2000,0,0,0,.\data\564616431027.csv,.\data\564616431027jump.csv
浙A197WW的小型客车,https://sf.taobao.com/sf_item/564315112252.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,291000,2018/2/9 10:06,32,"190,000","30,000","271,169","1,000",1天,5分钟,拍卖,无,桐庐县人民法院,9,372,17029,89,,13000,9,1444.444444,3000,1,3000,4000,3,1333.333333,6000,5,1200,.\data\564315112252.csv,.\data\564315112252jump.csv
鲁B837E1号车一辆,https://sf.taobao.com/sf_item/564550466504.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,67500,2018/2/9 10:05,4,"59,500","10,000","85,000","1,000",1天,5分钟,拍卖,无,即墨市人民法院,3,47,5414,9,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564550466504.csv,.\data\564550466504jump.csv
车牌号为浙G7J390的奥迪牌小型轿车壹辆,https://sf.taobao.com/sf_item/564632159262.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,150000,2018/2/9 10:05,4,"95,000","19,000","135,432","1,000",1天,5分钟,拍卖,无,杭州市萧山区人民法院,5,87,7278,37,,19000,16,1187.5,0,0,0,18000,15,1200,1000,1,1000,.\data\564632159262.csv,.\data\564632159262jump.csv
闽GV5000大众牌小型普通轿车,https://sf.taobao.com/sf_item/564585659878.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,140280,2018/2/9 10:04,1,"105,280","10,000","150,400","5,000",1天,5分钟,拍卖,无,三明市梅列区人民法院,5,248,8955,6,,10000,1,10000,10000,1,10000,0,0,0,0,0,0,.\data\564585659878.csv,.\data\564585659878jump.csv
豫A8SL33雪佛兰轿车一辆,https://sf.taobao.com/sf_item/564552221197.htm,2018/2/8 10:00,2018/2/9 10:00,第二次拍卖,48760,2018/2/9 10:04,16,"39,760","6,000","71,000",500,1天,5分钟,拍卖,无,荥阳市人民法院,5,99,4462,19,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564552221197.csv,.\data\564552221197jump.csv
福田牌重型自卸货车,https://sf.taobao.com/sf_item/564368340616.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,37535,2018/2/9 10:04,2,"35,735","3,000","51,050",300,1天,5分钟,拍卖,无,五台县人民法院,4,24,2655,6,,300,1,300,0,0,0,300,1,300,0,0,0,.\data\564368340616.csv,.\data\564368340616jump.csv
车牌号为皖PAY222凯迪拉克牌小型轿车一辆,https://sf.taobao.com/sf_item/564548278943.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,129000,2018/2/9 10:04,3,"85,000","16,000","120,000","2,000",1天,5分钟,拍卖,无,余姚市人民法院,10,363,16451,22,,2000,1,2000,0,0,0,2000,1,2000,0,0,0,.\data\564548278943.csv,.\data\564548278943jump.csv
渝AD7188小型普通客车一辆,https://sf.taobao.com/sf_item/564628791348.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,26600,2018/2/9 10:04,1,"26,600","2,660","38,000","1,000",1天,5分钟,拍卖,无,重庆市巴南区人民法院,1,67,10912,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564628791348.csv,.\data\564628791348jump.csv
浙C688CP号车辆,https://sf.taobao.com/sf_item/564430465369.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,452000,2018/2/9 10:04,28,"280,000","50,000","397,384","2,000",1天,5分钟,拍卖,无,青田县人民法院,21,475,16834,63,,48000,5,9600,0,0,0,48000,5,9600,0,0,0,.\data\564430465369.csv,.\data\564430465369jump.csv
浙DUZ692东风日产牌DFL7165VAK2小型轿车一辆（不含号牌）,https://sf.taobao.com/sf_item/564625239688.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,82189,2018/2/9 10:03,8,"52,689","10,000","75,270",500,1天,5分钟,拍卖,无,绍兴市越城区人民法院,22,234,7832,47,,6500,4,1625,0,0,0,6500,4,1625,0,0,0,.\data\564625239688.csv,.\data\564625239688jump.csv
苏EV303L的宝马WBADV310车一辆,https://sf.taobao.com/sf_item/564549290650.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,226400,2018/2/9 10:03,1,"166,400","20,000",,"5,000",1天,5分钟,拍卖,无,苏州市吴江区人民法院,9,388,19136,13,"166,400",0,0,0,0,0,0,0,0,0,0,0,0,.\data\564549290650.csv,.\data\564549290650jump.csv
车牌号为苏JT4792号三一牌重型专项作业车一辆,https://sf.taobao.com/sf_item/564264305660.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,1090000,2018/2/9 10:03,1,"1,085,000","140,000","1,550,000","5,000",1天,5分钟,拍卖,无,南京市江宁区人民法院,3,27,2892,2,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564264305660.csv,.\data\564264305660jump.csv
18015-1 丰田凯美瑞（苏K83N88）,https://sf.taobao.com/sf_item/564462341346.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,91000,2018/2/9 10:00,1,"65,000","10,000","80,000","1,000",1天,5分钟,拍卖,无,扬州市广陵区人民法院,9,197,11005,24,,3000,2,1500,3000,2,1500,0,0,0,0,0,0,.\data\564462341346.csv,.\data\564462341346jump.csv
(梅赛德斯-奔驰WDCYC3GF4BX)小型普通客车。,https://sf.taobao.com/sf_item/563943841645.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,802984.5,2018/2/9 10:00,0,"802,984.50","80,000","892,205","2,000",1天,5分钟,拍卖,无,洛阳高新技术产业开发区人民法院,2,156,13841,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\563943841645.csv,.\data\563943841645jump.csv
（破）瑞安市瓯江电机有限公司名下浙CM5K66长安轻型厢式货车一辆,https://sf.taobao.com/sf_item/564288433236.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,13500,2018/2/9 10:00,0,"10,000","2,000","11,000",500,1天,5分钟,拍卖,无,瑞安市瓯江电机有限公司管理人,9,57,7690,8,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564288433236.csv,.\data\564288433236jump.csv
奇瑞牌轿车一辆,https://sf.taobao.com/sf_item/564317526606.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,30000,2018/2/9 10:00,0,"30,000","2,000",,600,1天,5分钟,拍卖,无,焦作市解放区人民法院,1,17,3908,1,"30,000",0,0,0,0,0,0,0,0,0,0,0,0,.\data\564317526606.csv,.\data\564317526606jump.csv
（破）浙江宏盛纸业有限公司名下的浙AD9N78东风轻型普通货车一辆,https://sf.taobao.com/sf_item/564851671757.htm,2018/2/8 10:00,2018/2/9 10:00,重新拍卖,25000,2018/2/9 10:00,0,"25,000","3,000","35,800","1,000",1天,5分钟,拍卖,无,浙江永正控股有限公司管理人,2,27,1833,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564851671757.csv,.\data\564851671757jump.csv
皖NA6348号奥迪牌小型汽车,https://sf.taobao.com/sf_item/564325332918.htm,2018/2/7 8:00,2018/2/8 20:00,第一次拍卖,195000,2018/2/8 20:21,9,"160,000","20,000","209,965","1,000",1天12小时,5分钟,拍卖,无,六安市裕安区人民法院,10,154,13657,33,,3000,2,1500,0,0,0,3000,2,1500,0,0,0,.\data\564325332918.csv,.\data\564325332918jump.csv
浙ANM982北京现代牌小型轿车一辆,https://sf.taobao.com/sf_item/564215734801.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,63000,2018/2/8 11:28,67,"23,000","4,600","23,000",500,1天,5分钟,拍卖,无,临安市人民法院,15,32,3449,71,,5000,4,1250,0,0,0,0,0,0,5000,4,1250,.\data\564215734801.csv,.\data\564215734801jump.csv
车牌号为浙AGD525小型轿车,https://sf.taobao.com/sf_item/564219714848.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,105700,2018/2/8 10:46,68,"42,000","6,800","51,906",700,1天,5分钟,拍卖,无,杭州市富阳区人民法院,15,256,10490,89,,2100,3,700,700,1,700,700,1,700,700,1,700,.\data\564219714848.csv,.\data\564219714848jump.csv
车牌号为浙ADW930小型普通客车,https://sf.taobao.com/sf_item/564237910066.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,119000,2018/2/8 10:42,48,"54,000","8,000","66,969","1,000",1天,5分钟,拍卖,无,杭州市富阳区人民法院,12,199,7364,54,,12000,2,6000,0,0,0,0,0,0,12000,2,6000,.\data\564237910066.csv,.\data\564237910066jump.csv
粤EKW888奥迪牌小型汽车,https://sf.taobao.com/sf_item/564492330103.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,252410,2018/2/8 10:37,46,"190,410","38,082",,"1,000",1天,5分钟,拍卖,无,佛山市禅城区人民法院,13,439,22462,51,"190,410",12000,8,1500,0,0,0,0,0,0,12000,8,1500,.\data\564492330103.csv,.\data\564492330103jump.csv
车牌号为浙A730MW起亚K5小型轿车,https://sf.taobao.com/sf_item/564590751280.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,106000,2018/2/8 10:37,63,"61,000","12,000","85,950",500,1天,5分钟,拍卖,无,桐乡市人民法院,10,259,9089,71,,10000,7,1428.571429,0,0,0,500,1,500,9500,6,1583.333333,.\data\564590751280.csv,.\data\564590751280jump.csv
车牌号为浙E00397号汽车一辆（重新拍卖）,https://sf.taobao.com/sf_item/564313044414.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,332000,2018/2/8 10:36,44,"222,000","40,000","316,400","1,000",1天,5分钟,拍卖,无,杭州市余杭区人民法院,13,372,15257,49,,62000,10,6200,0,0,0,25000,1,25000,37000,9,4111.111111,.\data\564313044414.csv,.\data\564313044414jump.csv
车牌号为浙A777FC小车,https://sf.taobao.com/sf_item/564059136556.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,357000,2018/2/8 10:33,11,"210,000","30,000","257,500","3,000",1天,5分钟,拍卖,无,杭州市富阳区人民法院,15,420,18082,39,,33000,7,4714.285714,0,0,0,27000,5,5400,6000,2,3000,.\data\564059136556.csv,.\data\564059136556jump.csv
车牌号浙A986LQ马自达牌小型轿车,https://sf.taobao.com/sf_item/564042700466.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,166000,2018/2/8 10:29,8,"100,000","15,000","116,870","3,000",1天,5分钟,拍卖,无,杭州市富阳区人民法院,9,551,20955,16,,21000,3,7000,18000,2,9000,0,0,0,3000,1,3000,.\data\564042700466.csv,.\data\564042700466jump.csv
浙K33033号奔驰汽车一辆,https://sf.taobao.com/sf_item/564529894537.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,501000,2018/2/8 10:27,45,"287,000","57,000","410,000","2,000",1天,5分钟,拍卖,无,丽水市莲都区人民法院,10,354,15720,71,,74000,7,10571.42857,56000,6,9333.333333,18000,1,18000,0,0,0,.\data\564529894537.csv,.\data\564529894537jump.csv
车牌号为粤B2N211长城牌CC6460RM40小型普通客车,https://sf.taobao.com/sf_item/564494554632.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,134000,2018/2/8 10:21,24,"100,000","10,000","115,860","1,000",1天,5分钟,拍卖,无,深圳市南山区人民法院,9,70,6584,31,,4000,1,4000,0,0,0,0,0,0,4000,1,4000,.\data\564494554632.csv,.\data\564494554632jump.csv
车牌号浙AK444D宝马牌小型轿车,https://sf.taobao.com/sf_item/564219262792.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,282000,2018/2/8 10:21,13,"180,000","30,000","223,708","3,000",1天,5分钟,拍卖,无,杭州市富阳区人民法院,19,731,24907,27,,24000,3,8000,21000,2,10500,0,0,0,3000,1,3000,.\data\564219262792.csv,.\data\564219262792jump.csv
车牌号为浙AE909P车辆,https://sf.taobao.com/sf_item/564060300621.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,258000,2018/2/8 10:20,10,"180,000","30,000","214,130","3,000",1天,5分钟,拍卖,无,杭州市富阳区人民法院,14,335,16861,17,,30000,2,15000,0,0,0,24000,1,24000,6000,1,6000,.\data\564060300621.csv,.\data\564060300621jump.csv
川AS6N00号丰田牌小型汽车,https://sf.taobao.com/sf_item/564502062855.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,321677,2018/2/8 10:19,8,"313,677","40,000","313,677","1,000",1天,5分钟,拍卖,无,新津县人民法院,4,296,22851,9,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564502062855.csv,.\data\564502062855jump.csv
车牌号浙AWW121大众牌小型轿车,https://sf.taobao.com/sf_item/564300567385.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,146000,2018/2/8 10:19,15,"80,000","12,000","100,000","2,000",1天,5分钟,拍卖,无,杭州市富阳区人民法院,10,341,15915,31,,6000,3,2000,0,0,0,4000,2,2000,2000,1,2000,.\data\564300567385.csv,.\data\564300567385jump.csv
车牌号浙AKJ397号宝马汽车,https://sf.taobao.com/sf_item/564168529745.htm,2018/2/7 10:00,2018/2/8 10:00,第一次拍卖,80700,2018/2/8 10:17,15,"45,000","7,000","55,967",700,1天,5分钟,拍卖,无,杭州市富阳区人民法院,9,264,14321,19,,23100,1,23100,23100,1,23100,0,0,0,0,0,0,.\data\564168529745.csv,.\data\564168529745jump.csv
